unit_price,customer_phone,category,order_id,product_name,source_file,unit_cost,order_date,profit,discount_pct,quantity,total_price
19.679272664813126,43570,Europe,2022,Olio,retailhive_10k.csv,11.807563598887876,2024-08-02,,,4,78.7170906592525
60.62723224716152,38714,Asia,2023,Aladdin and His Wonderful Lamp,retailhive_10k.csv,36.37633934829691,2021-04-09,,,4,242.5089289886461
42.87241138779134,31481,US,2024,Online Marketing for Busy Authors: A Step-By-Step Guide,retailhive_10k.csv,25.723446832674803,2021-04-03,,,4,171.48964555116535
25.548573969495347,10971,Europe,2025,When We Collided,retailhive_10k.csv,15.329144381697208,2025-11-03,,,5,127.74286984747674
13.428384778426782,19461,US,2026,Obsidian (Lux #1),retailhive_10k.csv,8.057030867056069,2020-04-19,,,4,53.71353911370713
60.31793713470663,48629,US,2027,A Light in the Attic,retailhive_10k.csv,36.190762280823975,2022-06-15,,,4,241.27174853882653
14.621313737132947,11525,Asia,2028,"Starving Hearts (Triangular Trade Trilogy, #1)",retailhive_10k.csv,8.772788242279768,2025-03-02,,,1,14.621313737132947
31.824970313003465,35054,Asia,2029,Rip it Up and Start Again,retailhive_10k.csv,19.094982187802078,2024-03-24,,,5,159.1248515650173
43.659689088603336,10540,US,2030,"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",retailhive_10k.csv,26.195813453162,2020-10-27,,,3,130.97906726581002
64.61280179972702,23143,US,2031,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",retailhive_10k.csv,38.767681079836215,2025-08-25,,,4,258.4512071989081
15.298120483755431,25478,Asia,2032,In Her Wake,retailhive_10k.csv,9.178872290253258,2021-08-14,,,1,15.298120483755431
14.403127397411437,10781,Asia,2033,"Starving Hearts (Triangular Trade Trilogy, #1)",retailhive_10k.csv,8.641876438446861,2022-02-27,,,1,14.403127397411437
56.72161312729714,35247,Asia,2034,"Saga, Volume 5 (Saga (Collected Editions) #5)",retailhive_10k.csv,34.03296787637828,2024-07-19,,,3,170.16483938189145
15.761824914175946,33441,Europe,2035,Thirst,retailhive_10k.csv,9.457094948505567,2023-06-25,,,2,31.523649828351893
17.182730597329897,45797,Europe,2036,"In a Dark, Dark Wood",retailhive_10k.csv,10.309638358397939,2023-06-24,,,3,51.548191791989694
13.105001326626228,46009,US,2037,"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",retailhive_10k.csv,7.863000795975736,2023-01-29,,,1,13.105001326626228
13.768149577275471,23214,US,2038,Obsidian (Lux #1),retailhive_10k.csv,8.260889746365283,2019-12-11,,,4,55.072598309101885
39.69827051278899,23740,Europe,2039,Join,retailhive_10k.csv,23.81896230767339,2019-09-19,,,3,119.09481153836695
15.229902475451288,10531,US,2040,Maude (1883-1993):She Grew Up with the country,retailhive_10k.csv,9.137941485270773,2025-11-09,,,2,30.459804950902576
23.06632285458397,24779,Europe,2041,"Saga, Volume 6 (Saga (Collected Editions) #6)",retailhive_10k.csv,13.839793712750382,2019-01-19,,,4,92.26529141833588
16.55578817824352,18794,Europe,2042,Maude (1883-1993):She Grew Up with the country,retailhive_10k.csv,9.933472906946113,2021-12-28,,,1,16.55578817824352
22.7260020568679,16332,Europe,2043,"In a Dark, Dark Wood",retailhive_10k.csv,13.63560123412074,2020-08-27,,,5,113.6300102843395
36.22338581280801,43329,Europe,2044,The Dirty Little Secrets of Getting Your Dream Job,retailhive_10k.csv,21.734031487684806,2019-07-31,,,1,36.22338581280801
21.149272225058063,14192,US,2045,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,retailhive_10k.csv,12.689563335034837,2020-03-23,,,5,105.74636112529032
48.45219337417234,39665,US,2046,Slow States of Collapse: Poems,retailhive_10k.csv,29.071316024503403,2019-07-27,,,3,145.35658012251702
24.1366423730542,24752,US,2047,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,retailhive_10k.csv,14.48198542383252,2024-07-30,,,2,48.2732847461084
47.24994834668023,11611,Europe,2048,A Light in the Attic,retailhive_10k.csv,28.349969008008134,2019-09-29,,,3,141.74984504004067
43.552840359392505,31150,Europe,2049,"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",retailhive_10k.csv,26.1317042156355,2025-05-05,,,4,174.21136143757002
42.5340311873475,49780,US,2050,Soul Reader,retailhive_10k.csv,25.5204187124085,2025-02-14,,,2,85.068062374695
27.78159218185988,12922,Asia,2051,The Dirty Little Secrets of Getting Your Dream Job,retailhive_10k.csv,16.66895530911593,2025-12-10,,,3,83.34477654557963
58.48887382742412,28686,US,2052,Soumission,retailhive_10k.csv,35.09332429645447,2023-06-23,,,4,233.9554953096965
18.658284348110143,10550,US,2053,In the Country We Love: My Family Divided,retailhive_10k.csv,11.194970608866086,2019-11-26,,,3,55.97485304433043
16.79858347679437,16651,US,2054,Obsidian (Lux #1),retailhive_10k.csv,10.079150086076622,2023-10-22,,,2,33.59716695358874
37.83585105414085,41836,Asia,2055,Soul Reader,retailhive_10k.csv,22.70151063248451,2025-10-08,,,3,113.50755316242255
32.9674942987917,11789,Europe,2056,Worlds Elsewhere: Journeys Around Shakespeareâs Globe,retailhive_10k.csv,19.78049657927502,2021-04-22,,,4,131.8699771951668
19.763465876030576,39921,Europe,2057,"Pop Gun War, Volume 1: Gift",retailhive_10k.csv,11.858079525618345,2021-04-22,,,5,98.81732938015288
49.68943038776482,42910,Europe,2058,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),retailhive_10k.csv,29.81365823265889,2022-01-15,,,5,248.4471519388241
46.70520539945677,36267,Asia,2059,The Death of Humanity: and the Case for Life,retailhive_10k.csv,28.023123239674064,2019-01-17,,,2,93.41041079891356
45.336940187351935,44026,US,2060,The Past Never Ends,retailhive_10k.csv,27.20216411241116,2021-04-08,,,5,226.68470093675967
21.483037573356363,45340,Asia,2061,In the Country We Love: My Family Divided,retailhive_10k.csv,12.889822544013818,2024-01-06,,,5,107.41518786678182
42.166299725831095,36371,US,2062,The Nameless City (The Nameless City #1),retailhive_10k.csv,25.299779835498658,2024-01-17,,,1,42.166299725831095
46.18495257238016,41454,Europe,2063,Slow States of Collapse: Poems,retailhive_10k.csv,27.710971543428098,2021-04-09,,,1,46.18495257238016
61.23146788967229,14784,Asia,2064,The Black Maria,retailhive_10k.csv,36.73888073380337,2020-10-03,,,5,306.1573394483614
26.56418606670793,28045,US,2065,Olio,retailhive_10k.csv,15.938511640024757,2021-12-18,,,5,132.82093033353962
33.296784189192564,29311,Asia,2066,Black Dust,retailhive_10k.csv,19.978070513515537,2024-07-07,,,5,166.48392094596284
55.00490723933677,25114,Asia,2067,Behind Closed Doors,retailhive_10k.csv,33.00294434360206,2023-12-30,,,2,110.00981447867352
43.94965325345655,39552,Europe,2068,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",retailhive_10k.csv,26.369791952073932,2023-05-04,,,5,219.74826626728276
37.06127428447606,39696,Asia,2069,"Layered: Baking, Building, and Styling Spectacular Cakes",retailhive_10k.csv,22.236764570685636,2021-11-27,,,5,185.30637142238032
21.727362584197323,49267,US,2070,"Saga, Volume 6 (Saga (Collected Editions) #6)",retailhive_10k.csv,13.036417550518394,2019-03-26,,,3,65.18208775259197
14.522657836612533,14669,US,2071,The Four Agreements: A Practical Guide to Personal Freedom,retailhive_10k.csv,8.71359470196752,2022-10-28,,,2,29.045315673225065
55.64386105243948,43899,US,2072,Sapiens: A Brief History of Humankind,retailhive_10k.csv,33.386316631463686,2021-10-20,,,2,111.28772210487897
44.54655237801735,32575,US,2073,Worlds Elsewhere: Journeys Around Shakespeareâs Globe,retailhive_10k.csv,26.72793142681041,2019-09-07,,,5,222.73276189008672
48.34026427579646,28441,US,2074,The Most Perfect Thing: Inside (and Outside) a Bird's Egg,retailhive_10k.csv,29.004158565477873,2022-07-14,,,4,193.36105710318583
31.628264963244213,34618,Asia,2075,The Nameless City (The Nameless City #1),retailhive_10k.csv,18.976958977946527,2022-12-10,,,1,31.628264963244213
25.392020138633207,25052,US,2076,The Requiem Red,retailhive_10k.csv,15.235212083179924,2020-03-10,,,3,76.17606041589963
40.74156372407099,14876,US,2077,"Layered: Baking, Building, and Styling Spectacular Cakes",retailhive_10k.csv,24.444938234442596,2023-01-07,,,5,203.70781862035497
49.29846225800284,48568,Asia,2078,Without Borders (Wanderlove #1),retailhive_10k.csv,29.579077354801704,2022-12-22,,,2,98.59692451600569
21.71531471528479,37011,US,2079,The Requiem Red,retailhive_10k.csv,13.029188829170874,2023-08-23,,,3,65.14594414585437
35.44772398798138,26666,Europe,2080,Mesaerion: The Best Science Fiction Stories 1800-1849,retailhive_10k.csv,21.268634392788826,2020-10-25,,,3,106.34317196394412
41.37210828253689,28019,US,2081,Worlds Elsewhere: Journeys Around Shakespeareâs Globe,retailhive_10k.csv,24.823264969522135,2021-10-18,,,3,124.11632484761068
11.872184383563203,33575,Europe,2082,In Her Wake,retailhive_10k.csv,7.123310630137921,2024-05-01,,,2,23.74436876712641
45.261200550175495,48905,US,2083,Soul Reader,retailhive_10k.csv,27.156720330105298,2024-02-15,,,2,90.522401100351
35.05325851998057,16847,Asia,2084,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",retailhive_10k.csv,21.03195511198834,2020-11-12,,,5,175.26629259990284
28.31807516094104,17613,Europe,2085,You can't bury them all: Poems,retailhive_10k.csv,16.990845096564623,2023-11-18,,,1,28.31807516094104
56.783572995390216,32933,Asia,2086,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",retailhive_10k.csv,34.07014379723413,2024-05-10,,,5,283.9178649769511
37.27773489347036,37095,Europe,2087,"Layered: Baking, Building, and Styling Spectacular Cakes",retailhive_10k.csv,22.366640936082216,2021-10-05,,,4,149.11093957388144
49.7339229195151,12502,US,2088,Slow States of Collapse: Poems,retailhive_10k.csv,29.84035375170906,2025-08-21,,,1,49.7339229195151
38.296900075448086,22989,Europe,2089,Online Marketing for Busy Authors: A Step-By-Step Guide,retailhive_10k.csv,22.97814004526885,2023-12-29,,,1,38.296900075448086
42.004910758787325,44599,Asia,2090,Wall and Piece,retailhive_10k.csv,25.202946455272393,2024-03-27,,,2,84.00982151757465
19.76269353958836,39779,US,2091,Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),retailhive_10k.csv,11.857616123753015,2020-11-28,,,5,98.8134676979418
16.321386992774958,43230,Asia,2092,"Pop Gun War, Volume 1: Gift",retailhive_10k.csv,9.792832195664975,2019-11-23,,,5,81.60693496387479
17.670035740327403,38017,US,2093,Thirst,retailhive_10k.csv,10.602021444196442,2022-12-12,,,5,88.35017870163702
54.7966818015496,35665,Asia,2094,The Electric Pencil: Drawings from Inside State Hospital No. 3,retailhive_10k.csv,32.87800908092976,2025-12-08,,,3,164.39004540464882
43.42570809974571,19936,Asia,2095,Sharp Objects,retailhive_10k.csv,26.055424859847427,2019-05-04,,,2,86.85141619949142
38.058649945728,38847,Europe,2096,The Dirty Little Secrets of Getting Your Dream Job,retailhive_10k.csv,22.8351899674368,2024-11-19,,,1,38.058649945728
54.936218886832016,30309,US,2097,The Electric Pencil: Drawings from Inside State Hospital No. 3,retailhive_10k.csv,32.961731332099205,2023-05-11,,,1,54.936218886832016
17.884118498688352,44245,US,2098,Reskilling America: Learning to Labor in the Twenty-First Century,retailhive_10k.csv,10.73047109921301,2019-07-19,,,4,71.53647399475341
52.71479625916016,18142,Asia,2099,Behind Closed Doors,retailhive_10k.csv,31.628877755496095,2020-05-03,,,3,158.1443887774805
56.08455788863621,26490,Asia,2100,orange: The Complete Collection 1 (orange: The Complete Collection #1),retailhive_10k.csv,33.65073473318173,2020-11-07,,,3,168.25367366590865
11.361654479288418,20230,US,2101,"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",retailhive_10k.csv,6.816992687573051,2020-10-19,,,3,34.084963437865255
28.997793615086884,17981,US,2102,Chase Me (Paris Nights #2),retailhive_10k.csv,17.39867616905213,2025-08-12,,,2,57.99558723017377
62.0833858465225,47095,Europe,2103,Slow States of Collapse: Poems,retailhive_10k.csv,37.2500315079135,2020-08-19,,,1,62.0833858465225
27.68968201209951,25595,US,2104,The Elephant Tree,retailhive_10k.csv,16.613809207259706,2019-08-09,,,3,83.06904603629853
17.63016875114519,41102,Europe,2105,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",retailhive_10k.csv,10.578101250687114,2022-07-12,,,1,17.63016875114519
19.580152773456525,39699,Europe,2106,Shakespeare's Sonnets,retailhive_10k.csv,11.748091664073915,2019-01-24,,,3,58.74045832036958
35.618823090787224,49358,Europe,2107,The Nameless City (The Nameless City #1),retailhive_10k.csv,21.371293854472334,2019-04-19,,,2,71.23764618157445
36.54423556852251,13779,Asia,2108,The Nameless City (The Nameless City #1),retailhive_10k.csv,21.926541341113506,2019-11-07,,,1,36.54423556852251
53.5301984717741,48583,Asia,2109,Online Marketing for Busy Authors: A Step-By-Step Guide,retailhive_10k.csv,32.11811908306446,2023-01-21,,,1,53.5301984717741
19.98582300418825,29040,Asia,2110,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,retailhive_10k.csv,11.99149380251295,2023-09-20,,,2,39.97164600837651
41.33194471534628,11373,US,2111,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",retailhive_10k.csv,24.799166829207767,2023-10-18,,,3,123.99583414603885
41.53292633895584,12815,Europe,2112,Wall and Piece,retailhive_10k.csv,24.9197558033735,2023-09-07,,,2,83.06585267791168
60.84287720863647,45444,Asia,2113,The Past Never Ends,retailhive_10k.csv,36.50572632518188,2019-08-21,,,1,60.84287720863647
39.278462389295925,41297,Asia,2114,The Nameless City (The Nameless City #1),retailhive_10k.csv,23.567077433577555,2022-09-04,,,2,78.55692477859185
53.92881106983919,18469,US,2115,Without Borders (Wanderlove #1),retailhive_10k.csv,32.357286641903514,2024-06-17,,,3,161.78643320951758
21.753079875920744,38394,Europe,2116,The Requiem Red,retailhive_10k.csv,13.051847925552446,2024-09-16,,,4,87.01231950368297
47.032200012362686,42328,Asia,2117,It's Only the Himalayas,retailhive_10k.csv,28.21932000741761,2025-09-08,,,2,94.06440002472536
19.172674487482247,22424,US,2118,"In a Dark, Dark Wood",retailhive_10k.csv,11.503604692489349,2022-07-13,,,2,38.345348974964494
47.875654408743934,11765,Europe,2119,A Light in the Attic,retailhive_10k.csv,28.72539264524636,2024-03-28,,,5,239.37827204371968
33.64403690840317,34809,Europe,2120,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",retailhive_10k.csv,20.186422145041902,2023-04-11,,,5,168.22018454201586
46.73225534215749,15435,US,2121,Security,retailhive_10k.csv,28.039353205294493,2019-12-26,,,1,46.73225534215749
18.144418408871868,14766,Europe,2122,The Four Agreements: A Practical Guide to Personal Freedom,retailhive_10k.csv,10.88665104532312,2019-05-13,,,5,90.72209204435934
17.55672248550087,33149,Asia,2123,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",retailhive_10k.csv,10.534033491300521,2021-01-19,,,3,52.67016745650261
40.63073763773139,42184,Asia,2124,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",retailhive_10k.csv,24.378442582638836,2022-01-02,,,2,81.26147527546279
18.116880133651364,24402,Europe,2125,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,retailhive_10k.csv,10.870128080190819,2020-06-17,,,4,72.46752053460546
42.8864648663032,36995,Europe,2126,The Black Maria,retailhive_10k.csv,25.73187891978192,2023-02-22,,,5,214.432324331516
22.1305009225714,36607,Europe,2127,Reasons to Stay Alive,retailhive_10k.csv,13.27830055354284,2025-02-14,,,2,44.26100184514279
33.00358700002668,15257,Asia,2128,How Music Works,retailhive_10k.csv,19.802152200016007,2022-02-09,,,5,165.01793500013338
62.25056264448914,29358,US,2129,The Murder That Never Was (Forensic Instincts #5),retailhive_10k.csv,37.350337586693485,2022-07-12,,,3,186.75168793346745
21.56783291065425,13679,Europe,2130,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,retailhive_10k.csv,12.94069974639255,2019-03-24,,,3,64.70349873196275
61.859148642542266,39298,Asia,2131,The Electric Pencil: Drawings from Inside State Hospital No. 3,retailhive_10k.csv,37.115489185525355,2025-03-29,,,4,247.43659457016904
17.6994694251979,10575,Europe,2132,In the Country We Love: My Family Divided,retailhive_10k.csv,10.61968165511874,2021-10-19,,,3,53.0984082755937
17.357639508652568,24708,Asia,2133,Sophie's World,retailhive_10k.csv,10.414583705191541,2020-03-04,,,3,52.0729185259577
45.147194946288494,19898,Europe,2134,Without Borders (Wanderlove #1),retailhive_10k.csv,27.088316967773096,2019-11-16,,,3,135.44158483886548
17.845335846270252,41026,US,2135,Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),retailhive_10k.csv,10.707201507762152,2022-01-12,,,2,35.690671692540505
15.139338268467094,40170,Europe,2136,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",retailhive_10k.csv,9.083602961080256,2022-04-12,,,5,75.69669134233547
51.606296483067176,17098,Europe,2137,Private Paris (Private #10),retailhive_10k.csv,30.963777889840305,2021-10-02,,,3,154.81888944920152
42.32730774579783,13767,US,2138,The Black Maria,retailhive_10k.csv,25.396384647478698,2020-01-03,,,2,84.65461549159566
16.09106716440794,12771,Asia,2139,"Starving Hearts (Triangular Trade Trilogy, #1)",retailhive_10k.csv,9.654640298644763,2019-02-26,,,2,32.18213432881588
54.77189576059308,49918,US,2140,Behind Closed Doors,retailhive_10k.csv,32.86313745635585,2023-09-12,,,1,54.77189576059308
24.96086083856837,39600,US,2141,The Elephant Tree,retailhive_10k.csv,14.97651650314102,2021-01-04,,,5,124.80430419284188
48.350277681358605,30091,US,2142,"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",retailhive_10k.csv,29.01016660881516,2020-06-12,,,3,145.05083304407583
50.69299700750206,25540,Asia,2143,Sapiens: A Brief History of Humankind,retailhive_10k.csv,30.415798204501233,2022-01-26,,,1,50.69299700750206
12.306986274882256,15637,Asia,2144,"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",retailhive_10k.csv,7.384191764929353,2024-04-21,,,5,61.53493137441128
53.73551912381166,11947,Europe,2145,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",retailhive_10k.csv,32.241311474286995,2022-09-12,,,2,107.47103824762333
57.38073018431481,10341,Asia,2146,Birdsong: A Story in Pictures,retailhive_10k.csv,34.428438110588885,2019-08-11,,,4,229.52292073725923
43.38090129313467,47687,Europe,2147,Private Paris (Private #10),retailhive_10k.csv,26.028540775880803,2020-08-21,,,4,173.52360517253868
19.81460399980117,41244,US,2148,"In a Dark, Dark Wood",retailhive_10k.csv,11.888762399880703,2023-06-13,,,5,99.07301999900584
40.13247811467649,28297,US,2149,The Nameless City (The Nameless City #1),retailhive_10k.csv,24.07948686880589,2021-02-13,,,3,120.39743434402946
19.996243560517115,37082,US,2150,Reskilling America: Learning to Labor in the Twenty-First Century,retailhive_10k.csv,11.997746136310269,2025-06-03,,,1,19.996243560517115
24.296444626107704,11332,US,2151,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",retailhive_10k.csv,14.57786677566462,2021-06-04,,,3,72.88933387832311
43.637865679525696,13577,Europe,2152,Soul Reader,retailhive_10k.csv,26.182719407715418,2022-01-26,,,1,43.637865679525696
23.39577760433995,44627,US,2153,Chase Me (Paris Nights #2),retailhive_10k.csv,14.03746656260397,2024-03-24,,,2,46.7915552086799
52.851276481471146,44744,US,2154,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",retailhive_10k.csv,31.710765888882687,2022-09-13,,,4,211.40510592588456
37.008677022188266,30022,Asia,2155,How Music Works,retailhive_10k.csv,22.20520621331296,2023-08-29,,,1,37.008677022188266
48.22977064297039,11514,Asia,2156,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",retailhive_10k.csv,28.937862385782232,2024-07-07,,,2,96.45954128594076
11.778794584123128,31936,Asia,2157,"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",retailhive_10k.csv,7.0672767504738765,2022-08-23,,,1,11.778794584123128
14.637446276677265,13530,US,2158,"Starving Hearts (Triangular Trade Trilogy, #1)",retailhive_10k.csv,8.78246776600636,2019-07-19,,,2,29.27489255335453
41.49678101935155,45237,US,2159,Online Marketing for Busy Authors: A Step-By-Step Guide,retailhive_10k.csv,24.89806861161093,2019-10-21,,,4,165.9871240774062
61.4111866685875,42374,Asia,2160,Libertarianism for Beginners,retailhive_10k.csv,36.8467120011525,2023-04-18,,,2,122.822373337175
49.71287165242241,12223,Asia,2161,A Light in the Attic,retailhive_10k.csv,29.82772299145344,2019-03-23,,,4,198.85148660968963
49.14773234399991,16819,US,2162,Soumission,retailhive_10k.csv,29.488639406399948,2020-04-29,,,2,98.2954646879998
52.430374281305184,43515,Europe,2163,The Death of Humanity: and the Case for Life,retailhive_10k.csv,31.45822456878311,2023-07-22,,,1,52.430374281305184
14.869437304878865,21342,US,2164,On a Midnight Clear,retailhive_10k.csv,8.921662382927318,2024-11-13,,,2,29.73887460975773
38.320236851307584,29560,Europe,2165,Penny Maybe,retailhive_10k.csv,22.99214211078455,2024-10-18,,,1,38.320236851307584
28.436937450680745,42047,Asia,2166,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",retailhive_10k.csv,17.062162470408445,2023-03-12,,,1,28.436937450680745
41.26669150748505,12394,Asia,2167,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,retailhive_10k.csv,24.76001490449103,2022-04-25,,,4,165.0667660299402
52.45083840937488,12896,Europe,2168,The Murder That Never Was (Forensic Instincts #5),retailhive_10k.csv,31.470503045624927,2021-11-20,,,5,262.25419204687444
33.83179512473826,20997,Europe,2169,The Bear and the Piano,retailhive_10k.csv,20.299077074842952,2021-02-02,,,2,67.66359024947651
58.39979944913605,29085,Asia,2170,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",retailhive_10k.csv,35.03987966948163,2019-07-18,,,3,175.1993983474081
16.20042028935905,12492,US,2171,Set Me Free,retailhive_10k.csv,9.72025217361543,2022-03-16,,,4,64.8016811574362
44.90440011500545,35336,Asia,2172,Security,retailhive_10k.csv,26.94264006900327,2024-08-29,,,5,224.52200057502725
28.075997178341712,34414,Asia,2173,Penny Maybe,retailhive_10k.csv,16.845598307005027,2023-03-17,,,5,140.37998589170857
47.51145669339554,28405,US,2174,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",retailhive_10k.csv,28.506874016037322,2023-11-05,,,2,95.02291338679107
15.411302288164618,43703,Europe,2175,"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",retailhive_10k.csv,9.24678137289877,2019-04-23,,,2,30.82260457632924
61.903211012299344,37912,Europe,2176,A Light in the Attic,retailhive_10k.csv,37.1419266073796,2021-05-27,,,5,309.5160550614968
58.07443312337584,10890,Europe,2177,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",retailhive_10k.csv,34.8446598740255,2022-03-18,,,4,232.29773249350336
40.25988309339909,17897,US,2178,Worlds Elsewhere: Journeys Around Shakespeareâs Globe,retailhive_10k.csv,24.155929856039453,2023-01-07,,,5,201.29941546699544
30.80407753245833,48437,Asia,2179,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",retailhive_10k.csv,18.482446519474998,2021-06-20,,,5,154.02038766229165
40.25642435755819,39219,Asia,2180,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",retailhive_10k.csv,24.15385461453491,2023-06-17,,,2,80.51284871511638
38.678340736765904,28148,Asia,2181,Private Paris (Private #10),retailhive_10k.csv,23.207004442059542,2025-07-08,,,3,116.03502221029773
18.95271087671905,42990,Europe,2182,Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),retailhive_10k.csv,11.371626526031429,2023-11-27,,,4,75.8108435068762
22.31323363323208,49787,Europe,2183,Unicorn Tracks,retailhive_10k.csv,13.387940179939248,2019-02-06,,,5,111.56616816616038
23.847222679120485,30900,Asia,2184,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",retailhive_10k.csv,14.30833360747229,2019-03-24,,,2,47.69444535824097
51.66375421973484,49834,US,2185,Libertarianism for Beginners,retailhive_10k.csv,30.998252531840905,2024-03-04,,,4,206.65501687893936
39.15175242961146,26489,Asia,2186,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",retailhive_10k.csv,23.491051457766876,2022-11-06,,,1,39.15175242961146
55.78572880150609,44588,US,2187,Tipping the Velvet,retailhive_10k.csv,33.47143728090365,2022-07-12,,,1,55.78572880150609
45.21619721283409,40718,Asia,2188,The Secret of Dreadwillow Carse,retailhive_10k.csv,27.129718327700452,2024-06-08,,,3,135.64859163850227
13.06863539927928,24815,US,2189,Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),retailhive_10k.csv,7.841181239567568,2019-10-04,,,5,65.34317699639641
15.959707286313698,12649,US,2190,Unicorn Tracks,retailhive_10k.csv,9.575824371788219,2020-05-13,,,1,15.959707286313698
11.95180521837721,49160,US,2191,"Starving Hearts (Triangular Trade Trilogy, #1)",retailhive_10k.csv,7.171083131026326,2024-03-18,,,1,11.95180521837721
38.90175037446669,16455,Europe,2192,Security,retailhive_10k.csv,23.34105022468001,2024-09-25,,,4,155.60700149786678
39.65049906842236,36922,Asia,2193,It's Only the Himalayas,retailhive_10k.csv,23.790299441053417,2025-06-01,,,1,39.65049906842236
23.132551187838025,42070,Europe,2194,In the Country We Love: My Family Divided,retailhive_10k.csv,13.879530712702815,2021-06-14,,,5,115.66275593919012
36.964845104442624,49917,Europe,2195,The Natural History of Us (The Fine Art of Pretending #2),retailhive_10k.csv,22.178907062665573,2019-10-14,,,3,110.89453531332788
17.59732969987483,13366,Europe,2196,Sophie's World,retailhive_10k.csv,10.558397819924897,2020-02-10,,,5,87.98664849937416
16.32496520921252,21089,US,2197,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",retailhive_10k.csv,9.794979125527513,2025-08-06,,,3,48.974895627637565
38.65208793500422,38445,Asia,2198,Without Borders (Wanderlove #1),retailhive_10k.csv,23.19125276100253,2021-10-17,,,4,154.60835174001687
38.48212771473828,41248,US,2199,Rip it Up and Start Again,retailhive_10k.csv,23.08927662884297,2025-01-10,,,3,115.44638314421483
12.630986849044012,12122,US,2200,"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",retailhive_10k.csv,7.578592109426407,2023-10-22,,,1,12.630986849044012
33.275587575831764,20021,US,2201,The Art Forger,retailhive_10k.csv,19.96535254549906,2021-04-28,,,1,33.275587575831764
